canonical_model_id,tier,classification_reason,canonical_or_alias,family,role,daily_series_status,benchmark_type,benchmark_status,validation_independence_status,alpha_beta_ir_computable,promotion_eligibility,primary_benchmark,primary_benchmark_statement,reporting_interpretation_limit,v5n_addendum_path
dividend_low_vol_fcf_basket_v56,tier_b1_evidence_only_no_comparable_daily_performance,missing_daily_nav_or_eligible_benchmark_or_diagnostic_evidence_only,canonical_or_research_unit,governance_or_research_artifact,example_strategy,daily_nav_unavailable,not_available,benchmark_coverage_insufficient,daily_nav_unavailable,False,False,not_available,benchmark_data_unavailable,no_comparable_daily_performance_or_benchmark,v5n_model_performance_reporting\current\model_addenda\dividend_low_vol_fcf_basket_v56\model_performance_addendum.md
dividend_low_vol_ocf_enhanced_etf_v57,tier_a2_comparable_proxy_benchmark_limited,eligible_daily_series_with_static_proxy_basket,canonical_or_research_unit,governance_or_research_artifact,example_strategy,available,static_proxy_basket,coverage_pass,validation_not_independent_or_overlapping,True,False,local_same_pool_or_embedded_benchmark,primary_benchmark_is_market_exposure_proxy,proxy_benchmark_limited_interpretation;validation_not_independent;execution_contract_incomplete;reporting_only_not_promotion,v5n_model_performance_reporting\current\model_addenda\dividend_low_vol_ocf_enhanced_etf_v57\model_performance_addendum.md
dividend_low_vol_sector_adaptive_etf_v57b,tier_a2_comparable_proxy_benchmark_limited,eligible_daily_series_with_static_proxy_basket,canonical_or_research_unit,governance_or_research_artifact,example_strategy,available,static_proxy_basket,coverage_pass,validation_not_independent_or_overlapping,True,False,local_same_pool_or_embedded_benchmark,primary_benchmark_is_market_exposure_proxy,proxy_benchmark_limited_interpretation;validation_not_independent;execution_contract_incomplete;reporting_only_not_promotion,v5n_model_performance_reporting\current\model_addenda\dividend_low_vol_sector_adaptive_etf_v57b\model_performance_addendum.md
dividend_low_vol_sector_neutral_equal_sleeve_etf_v57e,tier_a2_comparable_proxy_benchmark_limited,eligible_daily_series_with_static_proxy_basket,canonical_or_research_unit,governance_or_research_artifact,example_strategy,available,static_proxy_basket,coverage_pass,validation_not_independent_or_overlapping,True,False,local_same_pool_or_embedded_benchmark,primary_benchmark_is_market_exposure_proxy,proxy_benchmark_limited_interpretation;validation_not_independent;execution_contract_incomplete;reporting_only_not_promotion,v5n_model_performance_reporting\current\model_addenda\dividend_low_vol_sector_neutral_equal_sleeve_etf_v57e\model_performance_addendum.md
dividend_low_vol_sector_neutral_equal_sleeve_etf_v57f,tier_c_archived_alias_or_superseded,v5n_archived_or_alias_status,alias,v57f_baseline,example_strategy,available,static_proxy_basket,coverage_pass,validation_not_independent_or_overlapping,True,False,local_same_pool_or_embedded_benchmark,primary_benchmark_is_market_exposure_proxy,archived_or_alias_not_active_comparison,v5n_model_performance_reporting\current\model_addenda\dividend_low_vol_sector_neutral_equal_sleeve_etf_v57f\model_performance_addendum.md
dividend_low_vol_sector_neutral_etf_v57c,tier_a2_comparable_proxy_benchmark_limited,eligible_daily_series_with_static_proxy_basket,canonical_or_research_unit,governance_or_research_artifact,example_strategy,available,static_proxy_basket,coverage_pass,validation_not_independent_or_overlapping,True,False,local_same_pool_or_embedded_benchmark,primary_benchmark_is_market_exposure_proxy,proxy_benchmark_limited_interpretation;validation_not_independent;execution_contract_incomplete;reporting_only_not_promotion,v5n_model_performance_reporting\current\model_addenda\dividend_low_vol_sector_neutral_etf_v57c\model_performance_addendum.md
dividend_low_vol_sector_neutral_etf_v57d,tier_a2_comparable_proxy_benchmark_limited,eligible_daily_series_with_static_proxy_basket,canonical_or_research_unit,governance_or_research_artifact,example_strategy,available,static_proxy_basket,coverage_pass,validation_not_independent_or_overlapping,True,False,local_same_pool_or_embedded_benchmark,primary_benchmark_is_market_exposure_proxy,proxy_benchmark_limited_interpretation;validation_not_independent;execution_contract_incomplete;reporting_only_not_promotion,v5n_model_performance_reporting\current\model_addenda\dividend_low_vol_sector_neutral_etf_v57d\model_performance_addendum.md
dividend_ocf_low_vol_basket_v56b,tier_b1_evidence_only_no_comparable_daily_performance,missing_daily_nav_or_eligible_benchmark_or_diagnostic_evidence_only,canonical_or_research_unit,governance_or_research_artifact,example_strategy,daily_nav_unavailable,not_available,benchmark_coverage_insufficient,daily_nav_unavailable,False,False,not_available,benchmark_data_unavailable,no_comparable_daily_performance_or_benchmark,v5n_model_performance_reporting\current\model_addenda\dividend_ocf_low_vol_basket_v56b\model_performance_addendum.md
dividend_ocf_vol_guard_basket_v56c,tier_b1_evidence_only_no_comparable_daily_performance,missing_daily_nav_or_eligible_benchmark_or_diagnostic_evidence_only,canonical_or_research_unit,governance_or_research_artifact,example_strategy,daily_nav_unavailable,not_available,benchmark_coverage_insufficient,daily_nav_unavailable,False,False,not_available,benchmark_data_unavailable,no_comparable_daily_performance_or_benchmark,v5n_model_performance_reporting\current\model_addenda\dividend_ocf_vol_guard_basket_v56c\model_performance_addendum.md
food_beverage_low_vol_diagnostic_v5a5b,tier_b1_evidence_only_no_comparable_daily_performance,missing_daily_nav_or_eligible_benchmark_or_diagnostic_evidence_only,canonical_or_research_unit,governance_or_research_artifact,example_strategy,daily_nav_unavailable,not_available,benchmark_coverage_insufficient,daily_nav_unavailable,False,False,not_available,benchmark_data_unavailable,no_comparable_daily_performance_or_benchmark,v5n_model_performance_reporting\current\model_addenda\food_beverage_low_vol_diagnostic_v5a5b\model_performance_addendum.md
food_beverage_ocf_low_vol_v5a5,tier_b1_evidence_only_no_comparable_daily_performance,missing_daily_nav_or_eligible_benchmark_or_diagnostic_evidence_only,canonical_or_research_unit,governance_or_research_artifact,example_strategy,daily_nav_unavailable,not_available,benchmark_coverage_insufficient,daily_nav_unavailable,False,False,not_available,benchmark_data_unavailable,no_comparable_daily_performance_or_benchmark,v5n_model_performance_reporting\current\model_addenda\food_beverage_ocf_low_vol_v5a5\model_performance_addendum.md
gas_water_cashflow_dividend_v55a,tier_b1_evidence_only_no_comparable_daily_performance,missing_daily_nav_or_eligible_benchmark_or_diagnostic_evidence_only,canonical_or_research_unit,sector_strategy_or_research,example_strategy,daily_nav_unavailable,not_available,benchmark_coverage_insufficient,daily_nav_unavailable,False,False,not_available,benchmark_data_unavailable,no_comparable_daily_performance_or_benchmark,v5n_model_performance_reporting\current\model_addenda\gas_water_cashflow_dividend_v55a\model_performance_addendum.md
gas_water_collection_debt_guard_v57c,tier_b1_evidence_only_no_comparable_daily_performance,missing_daily_nav_or_eligible_benchmark_or_diagnostic_evidence_only,canonical_or_research_unit,sector_strategy_or_research,example_strategy,daily_nav_unavailable,not_available,benchmark_coverage_insufficient,daily_nav_unavailable,False,False,not_available,benchmark_data_unavailable,no_comparable_daily_performance_or_benchmark,v5n_model_performance_reporting\current\model_addenda\gas_water_collection_debt_guard_v57c\model_performance_addendum.md
gas_water_ocf_dividend_guard_v57a,tier_b1_evidence_only_no_comparable_daily_performance,missing_daily_nav_or_eligible_benchmark_or_diagnostic_evidence_only,canonical_or_research_unit,sector_strategy_or_research,example_strategy,daily_nav_unavailable,not_available,benchmark_coverage_insufficient,daily_nav_unavailable,False,False,not_available,benchmark_data_unavailable,no_comparable_daily_performance_or_benchmark,v5n_model_performance_reporting\current\model_addenda\gas_water_ocf_dividend_guard_v57a\model_performance_addendum.md
gas_water_true_operating_state_diagnostic_v59,tier_b1_evidence_only_no_comparable_daily_performance,missing_daily_nav_or_eligible_benchmark_or_diagnostic_evidence_only,canonical_or_research_unit,sector_strategy_or_research,example_strategy,daily_nav_unavailable,not_available,benchmark_coverage_insufficient,daily_nav_unavailable,False,False,not_available,benchmark_data_unavailable,no_comparable_daily_performance_or_benchmark,v5n_model_performance_reporting\current\model_addenda\gas_water_true_operating_state_diagnostic_v59\model_performance_addendum.md
gas_water_v57b_text_debt_state_guard_v59b,tier_a2_comparable_proxy_benchmark_limited,eligible_daily_series_with_static_proxy_basket,canonical_or_research_unit,sector_strategy_or_research,example_strategy,available,static_proxy_basket,coverage_pass,validation_not_independent_or_overlapping,True,False,local_same_pool_or_embedded_benchmark,primary_benchmark_is_market_exposure_proxy,proxy_benchmark_limited_interpretation;validation_not_independent;execution_contract_incomplete;reporting_only_not_promotion,v5n_model_performance_reporting\current\model_addenda\gas_water_v57b_text_debt_state_guard_v59b\model_performance_addendum.md
gas_water_value_serviceability_v57b,tier_a2_comparable_proxy_benchmark_limited,eligible_daily_series_with_static_proxy_basket,canonical_or_research_unit,sector_strategy_or_research,example_strategy,available,static_proxy_basket,coverage_pass,validation_not_independent_or_overlapping,True,False,local_same_pool_or_embedded_benchmark,primary_benchmark_is_market_exposure_proxy,proxy_benchmark_limited_interpretation;validation_not_independent;execution_contract_incomplete;reporting_only_not_promotion,v5n_model_performance_reporting\current\model_addenda\gas_water_value_serviceability_v57b\model_performance_addendum.md
highway_cashflow_dividend_v54,tier_b1_evidence_only_no_comparable_daily_performance,missing_daily_nav_or_eligible_benchmark_or_diagnostic_evidence_only,canonical_or_research_unit,sector_strategy_or_research,example_strategy,daily_nav_unavailable,not_available,benchmark_coverage_insufficient,daily_nav_unavailable,False,False,not_available,benchmark_data_unavailable,no_comparable_daily_performance_or_benchmark,v5n_model_performance_reporting\current\model_addenda\highway_cashflow_dividend_v54\model_performance_addendum.md
highway_dividend_operating_state_v54c,tier_b1_evidence_only_no_comparable_daily_performance,missing_daily_nav_or_eligible_benchmark_or_diagnostic_evidence_only,canonical_or_research_unit,sector_strategy_or_research,example_strategy,daily_nav_unavailable,not_available,benchmark_coverage_insufficient,daily_nav_unavailable,False,False,not_available,benchmark_data_unavailable,no_comparable_daily_performance_or_benchmark,v5n_model_performance_reporting\current\model_addenda\highway_dividend_operating_state_v54c\model_performance_addendum.md
highway_dividend_reviewed_operating_v54f,tier_b1_evidence_only_no_comparable_daily_performance,missing_daily_nav_or_eligible_benchmark_or_diagnostic_evidence_only,canonical_or_research_unit,sector_strategy_or_research,example_strategy,daily_nav_unavailable,not_available,benchmark_coverage_insufficient,daily_nav_unavailable,False,False,not_available,benchmark_data_unavailable,no_comparable_daily_performance_or_benchmark,v5n_model_performance_reporting\current\model_addenda\highway_dividend_reviewed_operating_v54f\model_performance_addendum.md
highway_dividend_reviewed_operating_v54g,tier_a2_comparable_proxy_benchmark_limited,eligible_daily_series_with_static_proxy_basket,canonical_or_research_unit,sector_strategy_or_research,example_strategy,available,static_proxy_basket,coverage_pass,validation_not_independent_or_overlapping,True,False,local_same_pool_or_embedded_benchmark,primary_benchmark_is_market_exposure_proxy,proxy_benchmark_limited_interpretation;validation_not_independent;execution_contract_incomplete;reporting_only_not_promotion,v5n_model_performance_reporting\current\model_addenda\highway_dividend_reviewed_operating_v54g\model_performance_addendum.md
highway_dividend_reviewed_operating_v54h_repaired_2021,tier_a2_comparable_proxy_benchmark_limited,eligible_daily_series_with_static_proxy_basket,canonical_or_research_unit,sector_strategy_or_research,example_strategy,available,static_proxy_basket,coverage_pass,validation_not_independent_or_overlapping,True,False,local_same_pool_or_embedded_benchmark,primary_benchmark_is_market_exposure_proxy,proxy_benchmark_limited_interpretation;validation_not_independent;execution_contract_incomplete;reporting_only_not_promotion,v5n_model_performance_reporting\current\model_addenda\highway_dividend_reviewed_operating_v54h_repaired_2021\model_performance_addendum.md
highway_dividend_segment_purity_v54d,tier_b1_evidence_only_no_comparable_daily_performance,missing_daily_nav_or_eligible_benchmark_or_diagnostic_evidence_only,canonical_or_research_unit,sector_strategy_or_research,example_strategy,daily_nav_unavailable,not_available,benchmark_coverage_insufficient,daily_nav_unavailable,False,False,not_available,benchmark_data_unavailable,no_comparable_daily_performance_or_benchmark,v5n_model_performance_reporting\current\model_addenda\highway_dividend_segment_purity_v54d\model_performance_addendum.md
highway_dividend_segment_purity_v54e,tier_b1_evidence_only_no_comparable_daily_performance,missing_daily_nav_or_eligible_benchmark_or_diagnostic_evidence_only,canonical_or_research_unit,sector_strategy_or_research,example_strategy,daily_nav_unavailable,not_available,benchmark_coverage_insufficient,daily_nav_unavailable,False,False,not_available,benchmark_data_unavailable,no_comparable_daily_performance_or_benchmark,v5n_model_performance_reporting\current\model_addenda\highway_dividend_segment_purity_v54e\model_performance_addendum.md
highway_high_dividend_cashflow_diagnostics_v54b,tier_b1_evidence_only_no_comparable_daily_performance,missing_daily_nav_or_eligible_benchmark_or_diagnostic_evidence_only,canonical_or_research_unit,sector_strategy_or_research,example_strategy,daily_nav_unavailable,not_available,benchmark_coverage_insufficient,daily_nav_unavailable,False,False,not_available,benchmark_data_unavailable,no_comparable_daily_performance_or_benchmark,v5n_model_performance_reporting\current\model_addenda\highway_high_dividend_cashflow_diagnostics_v54b\model_performance_addendum.md
home_appliances_ocf_low_vol_v5a5,tier_b1_evidence_only_no_comparable_daily_performance,missing_daily_nav_or_eligible_benchmark_or_diagnostic_evidence_only,canonical_or_research_unit,governance_or_research_artifact,example_strategy,daily_nav_unavailable,not_available,benchmark_coverage_insufficient,daily_nav_unavailable,False,False,not_available,benchmark_data_unavailable,no_comparable_daily_performance_or_benchmark,v5n_model_performance_reporting\current\model_addenda\home_appliances_ocf_low_vol_v5a5\model_performance_addendum.md
home_appliances_ocf_quality_v5a5b,tier_b1_evidence_only_no_comparable_daily_performance,missing_daily_nav_or_eligible_benchmark_or_diagnostic_evidence_only,canonical_or_research_unit,governance_or_research_artifact,example_strategy,daily_nav_unavailable,not_available,benchmark_coverage_insufficient,daily_nav_unavailable,False,False,not_available,benchmark_data_unavailable,no_comparable_daily_performance_or_benchmark,v5n_model_performance_reporting\current\model_addenda\home_appliances_ocf_quality_v5a5b\model_performance_addendum.md
home_appliances_ocf_quality_v5a5c,tier_a2_comparable_proxy_benchmark_limited,eligible_daily_series_with_static_proxy_basket,canonical_or_research_unit,governance_or_research_artifact,example_strategy,available,static_proxy_basket,coverage_pass,validation_not_independent_or_overlapping,True,False,local_same_pool_or_embedded_benchmark,primary_benchmark_is_market_exposure_proxy,proxy_benchmark_limited_interpretation;validation_not_independent;execution_contract_incomplete;reporting_only_not_promotion,v5n_model_performance_reporting\current\model_addenda\home_appliances_ocf_quality_v5a5c\model_performance_addendum.md
insurance_low_pb_dividend_v53b,tier_b1_evidence_only_no_comparable_daily_performance,missing_daily_nav_or_eligible_benchmark_or_diagnostic_evidence_only,canonical_or_research_unit,sector_strategy_or_research,example_strategy,daily_nav_unavailable,not_available,benchmark_coverage_insufficient,daily_nav_unavailable,False,False,not_available,benchmark_data_unavailable,no_comparable_daily_performance_or_benchmark,v5n_model_performance_reporting\current\model_addenda\insurance_low_pb_dividend_v53b\model_performance_addendum.md
insurance_low_pb_only_v53c,tier_a2_comparable_proxy_benchmark_limited,eligible_daily_series_with_static_proxy_basket,canonical_or_research_unit,sector_strategy_or_research,example_strategy,available,static_proxy_basket,coverage_pass,validation_not_independent_or_overlapping,True,False,local_same_pool_or_embedded_benchmark,primary_benchmark_is_market_exposure_proxy,proxy_benchmark_limited_interpretation;validation_not_independent;execution_contract_incomplete;reporting_only_not_promotion,v5n_model_performance_reporting\current\model_addenda\insurance_low_pb_only_v53c\model_performance_addendum.md
insurance_low_pb_solvency_guard_v53e,tier_b1_evidence_only_no_comparable_daily_performance,missing_daily_nav_or_eligible_benchmark_or_diagnostic_evidence_only,canonical_or_research_unit,sector_strategy_or_research,example_strategy,daily_nav_unavailable,not_available,benchmark_coverage_insufficient,daily_nav_unavailable,False,False,not_available,benchmark_data_unavailable,no_comparable_daily_performance_or_benchmark,v5n_model_performance_reporting\current\model_addenda\insurance_low_pb_solvency_guard_v53e\model_performance_addendum.md
insurance_pev_nbv_v53f_diagnostic,tier_b1_evidence_only_no_comparable_daily_performance,missing_daily_nav_or_eligible_benchmark_or_diagnostic_evidence_only,canonical_or_research_unit,sector_strategy_or_research,example_strategy,daily_nav_unavailable,not_available,benchmark_coverage_insufficient,daily_nav_unavailable,False,False,not_available,benchmark_data_unavailable,no_comparable_daily_performance_or_benchmark,v5n_model_performance_reporting\current\model_addenda\insurance_pev_nbv_v53f_diagnostic\model_performance_addendum.md
insurance_pev_value_v53g,tier_a2_comparable_proxy_benchmark_limited,eligible_daily_series_with_static_proxy_basket,canonical_or_research_unit,sector_strategy_or_research,example_strategy,available,static_proxy_basket,coverage_pass,validation_not_independent_or_overlapping,True,False,local_same_pool_or_embedded_benchmark,primary_benchmark_is_market_exposure_proxy,proxy_benchmark_limited_interpretation;validation_not_independent;execution_contract_incomplete;reporting_only_not_promotion,v5n_model_performance_reporting\current\model_addenda\insurance_pev_value_v53g\model_performance_addendum.md
insurance_value_investment_solvency_v53d,tier_b1_evidence_only_no_comparable_daily_performance,missing_daily_nav_or_eligible_benchmark_or_diagnostic_evidence_only,canonical_or_research_unit,sector_strategy_or_research,example_strategy,daily_nav_unavailable,not_available,benchmark_coverage_insufficient,daily_nav_unavailable,False,False,not_available,benchmark_data_unavailable,no_comparable_daily_performance_or_benchmark,v5n_model_performance_reporting\current\model_addenda\insurance_value_investment_solvency_v53d\model_performance_addendum.md
insurance_value_quality_v53_test1,tier_b1_evidence_only_no_comparable_daily_performance,missing_daily_nav_or_eligible_benchmark_or_diagnostic_evidence_only,canonical_or_research_unit,sector_strategy_or_research,example_strategy,daily_nav_unavailable,not_available,benchmark_coverage_insufficient,daily_nav_unavailable,False,False,not_available,benchmark_data_unavailable,no_comparable_daily_performance_or_benchmark,v5n_model_performance_reporting\current\model_addenda\insurance_value_quality_v53_test1\model_performance_addendum.md
internal_subsleeve_mom12_70_30,tier_a1_comparable_parent_or_market_benchmark,eligible_daily_series_and_parent_strategy_benchmark,canonical_or_research_unit,momentum_overlay,primary_forward_paper_candidate_not_accepted,available,parent_strategy,coverage_pass,validation_not_independent_or_overlapping,True,False,v57f_startup_preload_repaired_baseline,primary_benchmark_is_parent_strategy,validation_not_independent;execution_contract_incomplete;reporting_only_not_promotion,v5n_model_performance_reporting\current\model_addenda\internal_subsleeve_mom12_70_30\model_performance_addendum.md
locked_pool_monthly_mom12_70_30,tier_b1_evidence_only_no_comparable_daily_performance,missing_daily_nav_or_eligible_benchmark_or_diagnostic_evidence_only,canonical_or_research_unit,momentum_overlay,research_only_independent_validation_blocked,daily_nav_unavailable,not_available,benchmark_coverage_insufficient,daily_nav_unavailable,False,False,not_available,benchmark_data_unavailable,no_comparable_daily_performance_or_benchmark,v5n_model_performance_reporting\current\model_addenda\locked_pool_monthly_mom12_70_30\model_performance_addendum.md
mr_borrow_paired_drop_spike_net0_cap10_next2,tier_b1_evidence_only_no_comparable_daily_performance,missing_daily_nav_or_eligible_benchmark_or_diagnostic_evidence_only,canonical_or_research_unit,mean_reversion,research_only_independent_validation_blocked,daily_nav_unavailable,not_available,benchmark_coverage_insufficient,daily_nav_unavailable,False,False,not_available,benchmark_data_unavailable,no_comparable_daily_performance_or_benchmark,v5n_model_performance_reporting\current\model_addenda\mr_borrow_paired_drop_spike_net0_cap10_next2\model_performance_addendum.md
oil_gas_ocf_dividend_cycle_probe_v58a,tier_b1_evidence_only_no_comparable_daily_performance,missing_daily_nav_or_eligible_benchmark_or_diagnostic_evidence_only,canonical_or_research_unit,sector_strategy_or_research,example_strategy,daily_nav_unavailable,not_available,benchmark_coverage_insufficient,daily_nav_unavailable,False,False,not_available,benchmark_data_unavailable,no_comparable_daily_performance_or_benchmark,v5n_model_performance_reporting\current\model_addenda\oil_gas_ocf_dividend_cycle_probe_v58a\model_performance_addendum.md
oil_gas_ocf_low_vol_value_v58b,tier_b1_evidence_only_no_comparable_daily_performance,missing_daily_nav_or_eligible_benchmark_or_diagnostic_evidence_only,canonical_or_research_unit,sector_strategy_or_research,example_strategy,daily_nav_unavailable,not_available,benchmark_coverage_insufficient,daily_nav_unavailable,False,False,not_available,benchmark_data_unavailable,no_comparable_daily_performance_or_benchmark,v5n_model_performance_reporting\current\model_addenda\oil_gas_ocf_low_vol_value_v58b\model_performance_addendum.md
oil_gas_state_conditioned_ocf_v58d,tier_b1_evidence_only_no_comparable_daily_performance,missing_daily_nav_or_eligible_benchmark_or_diagnostic_evidence_only,canonical_or_research_unit,sector_strategy_or_research,example_strategy,daily_nav_unavailable,not_available,benchmark_coverage_insufficient,daily_nav_unavailable,False,False,not_available,benchmark_data_unavailable,no_comparable_daily_performance_or_benchmark,v5n_model_performance_reporting\current\model_addenda\oil_gas_state_conditioned_ocf_v58d\model_performance_addendum.md
oil_gas_state_conditioned_ocf_v58g,tier_a2_comparable_proxy_benchmark_limited,eligible_daily_series_with_static_proxy_basket,canonical_or_research_unit,sector_strategy_or_research,example_strategy,available,static_proxy_basket,coverage_pass,validation_not_independent_or_overlapping,True,False,local_same_pool_or_embedded_benchmark,primary_benchmark_is_market_exposure_proxy,proxy_benchmark_limited_interpretation;validation_not_independent;execution_contract_incomplete;reporting_only_not_promotion,v5n_model_performance_reporting\current\model_addenda\oil_gas_state_conditioned_ocf_v58g\model_performance_addendum.md
port_rail_cashflow_dividend_v55a,tier_b1_evidence_only_no_comparable_daily_performance,missing_daily_nav_or_eligible_benchmark_or_diagnostic_evidence_only,canonical_or_research_unit,sector_strategy_or_research,example_strategy,daily_nav_unavailable,not_available,benchmark_coverage_insufficient,daily_nav_unavailable,False,False,not_available,benchmark_data_unavailable,no_comparable_daily_performance_or_benchmark,v5n_model_performance_reporting\current\model_addenda\port_rail_cashflow_dividend_v55a\model_performance_addendum.md
port_rail_cashflow_operating_state_v55b,tier_b1_evidence_only_no_comparable_daily_performance,missing_daily_nav_or_eligible_benchmark_or_diagnostic_evidence_only,canonical_or_research_unit,sector_strategy_or_research,example_strategy,daily_nav_unavailable,not_available,benchmark_coverage_insufficient,daily_nav_unavailable,False,False,not_available,benchmark_data_unavailable,no_comparable_daily_performance_or_benchmark,v5n_model_performance_reporting\current\model_addenda\port_rail_cashflow_operating_state_v55b\model_performance_addendum.md
port_rail_cashflow_value_operating_diagnostic_v55c,tier_a2_comparable_proxy_benchmark_limited,eligible_daily_series_with_static_proxy_basket,canonical_or_research_unit,sector_strategy_or_research,example_strategy,available,static_proxy_basket,coverage_pass,validation_not_independent_or_overlapping,True,False,local_same_pool_or_embedded_benchmark,primary_benchmark_is_market_exposure_proxy,proxy_benchmark_limited_interpretation;validation_not_independent;execution_contract_incomplete;reporting_only_not_promotion,v5n_model_performance_reporting\current\model_addenda\port_rail_cashflow_value_operating_diagnostic_v55c\model_performance_addendum.md
