seed_id,seed_keyword,stage1_decision,report_id,title,org_name,industry_name,page_num,pub_time,pub_time_str,view_url,paragraph_hit_count,local_relevance_score,matched_title_keywords,matched_preferred_keywords,rejection_reason,stage1_title_filter_passed,next_stage
S01,红利低波,accepted,100012550,ETF50每周热榜|资金流入红利低波,中金公司,金融,,1762790400,2025/11/11/,https://www.fxbaogao.com/view?id=100012550,0,10,红利低波,ETF;红利;低波,,yes,fetch_paragraph_or_pdf_then_local_rerank
S01,红利低波,accepted,5154569,量化观市：市场卖压有所缓解，红利低波表现较优,国联民生证券,,35,1763395200,2025/11/18/,https://www.fxbaogao.com/view?id=5154569,6,10,红利低波,红利;低波,,yes,fetch_paragraph_or_pdf_then_local_rerank
S01,红利低波,accepted,5324456,A股量化择时研究报告：AI识图关注红利低波、银行、地产,广发证券,房地产,21,1774195200,2026/03/23/,https://www.fxbaogao.com/view?id=5324456,1,10,红利低波,红利;低波,,yes,fetch_paragraph_or_pdf_then_local_rerank
S01,红利低波,rejected,5508727,202607红利配置月报：低波类红利或存在修复机会,东方证券,,9,1783008000,2026/07/03/,https://www.fxbaogao.com/view?id=5508727,6,0,,,title_excluded:月报,no,do_not_use_for_knowledge_cards
S01,红利低波,rejected,5479841,202606红利配置月报：关注低波类红利指数,东方证券,,9,1781452800,2026/06/15/,https://www.fxbaogao.com/view?id=5479841,6,0,,,title_excluded:月报,no,do_not_use_for_knowledge_cards
S01,红利低波,rejected,5219767,一键布局港股通+红利+低波：标普港股通低波红利指数投资价值分析,国信证券,金融,16,1767974400,2026/01/10/,https://www.fxbaogao.com/view?id=5219767,6,0,,,title_missing_required:红利低波,no,do_not_use_for_knowledge_cards
S01,红利低波,rejected,5126032,基本面选股组合月报：红利低波季调组合今年实现7.59%超额收益,民生证券,,18,1761840000,2025/10/31/,https://www.fxbaogao.com/view?id=5126032,6,0,,,title_excluded:月报,no,do_not_use_for_knowledge_cards
S01,红利低波,rejected,5464439,国泰海通量化选股系列（四）：如何构建低波策略,国泰海通证券,建筑建材,11,1780588800,2026/06/05/,https://www.fxbaogao.com/view?id=5464439,6,0,,,title_missing_required:红利低波,no,do_not_use_for_knowledge_cards
S01,红利低波,rejected,5052732,深度研究SOFC为矛、低波红利为盾，攻守兼备的优质城燃,东方财富,,23,1757433600,2025/09/10/,https://www.fxbaogao.com/view?id=5052732,6,0,,,title_missing_required:红利低波,no,do_not_use_for_knowledge_cards
S01,红利低波,rejected,5478930,2026年银行业中期策略：掘金绩优+红利,国泰海通证券,金融,25,1780070400,2026/05/30/,https://www.fxbaogao.com/view?id=5478930,4,0,,,title_missing_required:红利低波,no,do_not_use_for_knowledge_cards
S02,低波动 策略,accepted,5134341,固收深度报告：“低利率”和“低波动”环境下的活跃券利差交易策略,东吴证券,,17,1762185600,2025/11/04/,https://www.fxbaogao.com/view?id=5134341,6,18,低波动;策略,深度;策略;低波;低波动,,yes,fetch_paragraph_or_pdf_then_local_rerank
S02,低波动 策略,accepted,4890781,量化信用策略：低波动与稳收益策略,国金证券,,11,1749312000,2025/06/08/,https://www.fxbaogao.com/view?id=4890781,6,15,低波动;策略,策略;低波;低波动,,yes,fetch_paragraph_or_pdf_then_local_rerank
S02,低波动 策略,accepted,4888804,量化信用策略：低波动与稳收益策略,国金证券,,11,1749398400,2025/06/09/,https://www.fxbaogao.com/view?id=4888804,6,15,低波动;策略,策略;低波;低波动,,yes,fetch_paragraph_or_pdf_then_local_rerank
S02,低波动 策略,accepted,5508597,低票息低波动量化信用策略,国金证券,金融,7,1783008000,2026/07/03/,https://www.fxbaogao.com/view?id=5508597,6,15,低波动;策略,策略;低波;低波动,,yes,fetch_paragraph_or_pdf_then_local_rerank
S02,低波动 策略,accepted,5508905,信用策略备忘录：低票息低波动,国金证券,,7,1783008000,2026/07/03/,https://www.fxbaogao.com/view?id=5508905,6,15,低波动;策略,策略;低波;低波动,,yes,fetch_paragraph_or_pdf_then_local_rerank
S02,低波动 策略,accepted,5556116,全球外汇策略：低波动环境下套息交易持续主导,摩根大通,,20,1784736000,2026/07/23/,https://www.fxbaogao.com/view?id=5556116,0,15,低波动;策略,策略;低波;低波动,,yes,fetch_paragraph_or_pdf_then_local_rerank
S02,低波动 策略,rejected,5464439,国泰海通量化选股系列（四）：如何构建低波策略,国泰海通证券,建筑建材,11,1780588800,2026/06/05/,https://www.fxbaogao.com/view?id=5464439,6,0,,,title_missing_required:低波动,no,do_not_use_for_knowledge_cards
S02,低波动 策略,rejected,5129514,月度投资策略 波动加剧，避高就低,上海东方财富证券投资咨询有限公司,,19,1761840000,2025/10/31/,https://www.fxbaogao.com/view?id=5129514,6,0,,,title_missing_required:低波动,no,do_not_use_for_knowledge_cards
S02,低波动 策略,rejected,5300827,量化信用策略：回调中的低波策略,国金证券,信息技术,11,1773504000,2026/03/15/,https://www.fxbaogao.com/view?id=5300827,6,0,,,title_missing_required:低波动,no,do_not_use_for_knowledge_cards
S02,低波动 策略,rejected,5549310,日本科技策略3Q26：科技领导力拓展,伯恩斯坦,信息技术,26,1784563200,2026/07/21/,https://www.fxbaogao.com/view?id=5549310,5,0,,,title_missing_required:低波动,no,do_not_use_for_knowledge_cards
S02,低波动 策略,rejected,5526873,AI主线驱动结构性行情，权益策略领跑私募市场,产品研究部,,22,1783612800,2026/07/10/,https://www.fxbaogao.com/view?id=5526873,6,0,,,title_missing_required:低波动,no,do_not_use_for_knowledge_cards
S02,低波动 策略,rejected,5486894,2026年6月私募月度市场研报：科技资产重估持续演绎，多策略配置价值再度凸显,深圳市排排网基金销售有限责任公司,金融,11,1780588800,2026/06/05/,https://www.fxbaogao.com/view?id=5486894,6,0,,,title_missing_required:低波动,no,do_not_use_for_knowledge_cards
S02,低波动 策略,rejected,5466730,A股投资启示录(三十二)：主线·资金·博弈·周期，A股投资的底层逻辑与系统奥义,招商证券,文化传媒,26,1780243200,2026/06/01/,https://www.fxbaogao.com/view?id=5466730,6,0,,,title_missing_required:低波动;策略,no,do_not_use_for_knowledge_cards
S02,低波动 策略,rejected,5360800,筹码微观结构探秘系列（六）：测试基于60日均线的极简趋势投资策略,浙商证券,,12,1776528000,2026/04/19/,https://www.fxbaogao.com/view?id=5360800,6,0,,,title_missing_required:低波动,no,do_not_use_for_knowledge_cards
S02,低波动 策略,rejected,5401507,CTA策略：细分策略、适配行情和配置价值,西部证券,,23,1776182400,2026/04/15/,https://www.fxbaogao.com/view?id=5401507,6,0,,,title_missing_required:低波动,no,do_not_use_for_knowledge_cards
S02,低波动 策略,rejected,5359980,首次覆盖报告：改革红利兑现，增量价值开启新一轮资负共振,东方证券,金融,43,1776441600,2026/04/18/,https://www.fxbaogao.com/view?id=5359980,6,0,,,title_missing_required:低波动;策略,no,do_not_use_for_knowledge_cards
S02,低波动 策略,rejected,5331680,2026年4月基金投资策略：警惕地缘风险外溢，重塑配置逻辑,上海证券,,18,1774972800,2026/04/01/,https://www.fxbaogao.com/view?id=5331680,6,0,,,title_missing_required:低波动,no,do_not_use_for_knowledge_cards
S02,低波动 策略,rejected,5541515,非银行业存款搬家下的产品体系重构中国机构配置手册2026版之银行理财篇20260719,未知机构,,7,1784476800,2026/07/20/,https://www.fxbaogao.com/view?id=5541515,6,0,,,title_missing_required:低波动;策略,no,do_not_use_for_knowledge_cards
S02,低波动 策略,rejected,5544402,StableAlpha：更稳定的深度学习因子,广发证券,,22,1784304000,2026/07/18/,https://www.fxbaogao.com/view?id=5544402,6,0,,,title_missing_required:低波动;策略,no,do_not_use_for_knowledge_cards
S02,低波动 策略,rejected,5547850,基本面能否支撑H股再平衡？,华泰证券,,6,1784563200,2026/07/21/,https://www.fxbaogao.com/view?id=5547850,5,0,,,title_missing_required:低波动;策略,no,do_not_use_for_knowledge_cards
S03,高股息 策略,accepted,5512765,金融工程专题研究：中证智选高股息策略指数十问十答,国信证券,,19,1783267200,2026/07/06/,https://www.fxbaogao.com/view?id=5512765,6,20,高股息;策略,专题;策略;金融工程;指数;高股息,,yes,fetch_paragraph_or_pdf_then_local_rerank
S03,高股息 策略,accepted,5127120,基金分析报告：低利率环境资产寻优：广发中证智选高股息策略ETF,民生证券,,18,1761840000,2025/10/31/,https://www.fxbaogao.com/view?id=5127120,6,16,高股息;策略,策略;ETF;高股息,,yes,fetch_paragraph_or_pdf_then_local_rerank
S03,高股息 策略,accepted,5270252,高速公路2026年投资策略：高股息再入配置区间，静待政策催化,国盛证券,交通运输,26,1771776000,2026/02/23/,https://www.fxbaogao.com/view?id=5270252,6,16,高股息;策略,策略;高股息;配置,,yes,fetch_paragraph_or_pdf_then_local_rerank
S03,高股息 策略,accepted,5406049,险企A股重仓流通股研究：权益配置比重持续提升，高股息与成长策略并重,东方证券,金融,24,1778083200,2026/05/07/,https://www.fxbaogao.com/view?id=5406049,6,16,高股息;策略,策略;高股息;配置,,yes,fetch_paragraph_or_pdf_then_local_rerank
S03,高股息 策略,accepted,5429657,2026年中期银行业投资策略：息差拐点初现，高股息具备配置价值,华西证券,金融,30,1779206400,2026/05/20/,https://www.fxbaogao.com/view?id=5429657,6,16,高股息;策略,策略;高股息;配置,,yes,fetch_paragraph_or_pdf_then_local_rerank
S03,高股息 策略,accepted,5058677,利率下行周期中的高股息增强策略,中泰证券,金融,27,1757433600,2025/09/10/,https://www.fxbaogao.com/view?id=5058677,6,14,高股息;策略,策略;高股息,,yes,fetch_paragraph_or_pdf_then_local_rerank
S03,高股息 策略,accepted,100015104,"【中国银河策略】聚焦高股息赛道,构筑差异化优势——广发中证智选高股息策略ETF投资价值分析",中国银河,金融,,1761408000,2025/10/26/,https://www.fxbaogao.com/view?id=100015104,0,14,高股息;策略,策略;ETF;高股息,,yes,fetch_paragraph_or_pdf_then_local_rerank
S03,高股息 策略,accepted,5216641,月度策略：继续关注科技成长及高股息“哑铃”策略,中原证券,,20,1767715200,2026/01/07/,https://www.fxbaogao.com/view?id=5216641,6,14,高股息;策略,策略;高股息,,yes,fetch_paragraph_or_pdf_then_local_rerank
S03,高股息 策略,accepted,5302061,出版行业策略研究报告：高股息防御，AI+IP打开全新增长曲线,东北证券,文化传媒,32,1773072000,2026/03/10/,https://www.fxbaogao.com/view?id=5302061,6,14,高股息;策略,策略;高股息,,yes,fetch_paragraph_or_pdf_then_local_rerank
S03,高股息 策略,accepted,100126051,【申万宏源策略】不只是红利:高股息资产的再定价——港股行业比较春季策略报告,申万宏源,金融,,1773849600,2026/03/19/,https://www.fxbaogao.com/view?id=100126051,0,14,高股息;策略,策略;红利;高股息,,yes,fetch_paragraph_or_pdf_then_local_rerank
S03,高股息 策略,accepted,5401933,港股5月投资策略：高股息方向全面启动，关注可能正在改变的周期预期,国信证券,综合,27,1777910400,2026/05/05/,https://www.fxbaogao.com/view?id=5401933,6,14,高股息;策略,策略;高股息,,yes,fetch_paragraph_or_pdf_then_local_rerank
S03,高股息 策略,accepted,5428610,公用环保高股息投资策略,国投证券(香港),,18,1779120000,2026/05/19/,https://www.fxbaogao.com/view?id=5428610,6,14,高股息;策略,策略;高股息,,yes,fetch_paragraph_or_pdf_then_local_rerank
S03,高股息 策略,accepted,5481160,2026纺服&美护行业半年度策略：内需与上游双主线，高股息正当时,国金证券,纺织服装,41,1781366400,2026/06/14/,https://www.fxbaogao.com/view?id=5481160,6,14,高股息;策略,策略;高股息,,yes,fetch_paragraph_or_pdf_then_local_rerank
S03,高股息 策略,accepted,5066564,量化策略研究：高股息与高自由现金流策略的全面对比与优化,源达信息,,9,1758211200,2025/09/19/,https://www.fxbaogao.com/view?id=5066564,6,13,高股息;策略,策略;高股息,,yes,fetch_paragraph_or_pdf_then_local_rerank
S03,高股息 策略,accepted,5097800,本周聚焦：9月金融数据解读：M1提速释放积极信号，高股息策略防御属性凸显,国盛证券,金融,12,1760803200,2025/10/19/,https://www.fxbaogao.com/view?id=5097800,3,13,高股息;策略,策略;高股息,,yes,fetch_paragraph_or_pdf_then_local_rerank
S03,高股息 策略,rejected,5361249,策略周报：高股息搭台，高景气唱戏,华宝证券,,9,1776528000,2026/04/19/,https://www.fxbaogao.com/view?id=5361249,6,0,,,title_excluded:周报,no,do_not_use_for_knowledge_cards
S03,高股息 策略,rejected,5542776,天弘基金全球投资--AI行情震荡 亚太高股息配置价值凸显,未知机构,,31,1784217600,2026/07/17/,https://www.fxbaogao.com/view?id=5542776,6,0,,,title_missing_required:策略,no,do_not_use_for_knowledge_cards
S03,高股息 策略,rejected,5542706,天弘基金 全球投资--AI行情震荡 亚太高股息配置价值凸显,未知机构,,31,1784217600,2026/07/17/,https://www.fxbaogao.com/view?id=5542706,6,0,,,title_missing_required:策略,no,do_not_use_for_knowledge_cards
S03,高股息 策略,rejected,5483258,让Agent执行整个投研链路？：AI原生投研：高股息实战2.0,招商证券,,29,1781193600,2026/06/12/,https://www.fxbaogao.com/view?id=5483258,6,0,,,title_missing_required:策略,no,do_not_use_for_knowledge_cards
S03,高股息 策略,rejected,5490857,营收改善夯实经营，资金面仍有支撑——银行业2026年中期策略,东兴证券,金融,35,1782057600,2026/06/22/,https://www.fxbaogao.com/view?id=5490857,6,0,,,title_missing_required:高股息,no,do_not_use_for_knowledge_cards
S04,波动率目标,rejected,5551650,全球股票波动率洞察：BRI再次警示估值错配风险,美银证券,金融,31,1784563200,2026/07/21/,https://www.fxbaogao.com/view?id=5551650,6,0,,,title_missing_required:波动率目标,no,do_not_use_for_knowledge_cards
S04,波动率目标,rejected,5535244,全球股票波动率洞察：个股与指数波动率处于90年代互联网泡沫极端水平,美银证券,信息技术,30,1783958400,2026/07/14/,https://www.fxbaogao.com/view?id=5535244,6,0,,,title_missing_required:波动率目标,no,do_not_use_for_knowledge_cards
S04,波动率目标,rejected,5529081,HANET：基于层次化混合频率注意力模型的宏观感知时间序列预测,华安证券,金融,29,1782921600,2026/07/02/,https://www.fxbaogao.com/view?id=5529081,6,0,,,title_missing_required:波动率目标,no,do_not_use_for_knowledge_cards
S04,波动率目标,rejected,5543253,全球股票衍生品策略：二季度财报波动性及相关交易策略,摩根大通,,23,1784217600,2026/07/17/,https://www.fxbaogao.com/view?id=5543253,6,0,,,title_missing_required:波动率目标,no,do_not_use_for_knowledge_cards
S04,波动率目标,rejected,5553426,摩根大通美股招股说明书(2026-07-23版),美股招股说明书,,15,1784736000,2026/07/23/,https://www.fxbaogao.com/view?id=5553426,6,0,,,title_missing_required:波动率目标,no,do_not_use_for_knowledge_cards
S04,波动率目标,rejected,5555017,黄金再次站在关键位置上,未知机构,,1,1784736000,2026/07/23/,https://www.fxbaogao.com/view?id=5555017,1,0,,,title_missing_required:波动率目标,no,do_not_use_for_knowledge_cards
S04,波动率目标,rejected,5550946,花旗美股招股说明书(2026-07-22版),美股招股说明书,,28,1784649600,2026/07/22/,https://www.fxbaogao.com/view?id=5550946,6,0,,,title_missing_required:波动率目标,no,do_not_use_for_knowledge_cards
S04,波动率目标,rejected,5537385,高盛美股招股说明书(2026-07-16版),美股招股说明书,,10,1784131200,2026/07/16/,https://www.fxbaogao.com/view?id=5537385,6,0,,,title_missing_required:波动率目标,no,do_not_use_for_knowledge_cards
S04,波动率目标,rejected,5524765,跨资产因子优化偏度反转,摩根大通,,63,1783612800,2026/07/10/,https://www.fxbaogao.com/view?id=5524765,6,0,,,title_missing_required:波动率目标,no,do_not_use_for_knowledge_cards
S04,波动率目标,rejected,5526744,投资组合中的创新与通胀平衡,高盛,,35,1783612800,2026/07/10/,https://www.fxbaogao.com/view?id=5526744,6,0,,,title_missing_required:波动率目标,no,do_not_use_for_knowledge_cards
S04,波动率目标,rejected,5522001,花旗美股招股说明书(2026-07-10版),美股招股说明书,,21,1783612800,2026/07/10/,https://www.fxbaogao.com/view?id=5522001,6,0,,,title_missing_required:波动率目标,no,do_not_use_for_knowledge_cards
S04,波动率目标,rejected,5516514,摩根大通美股招股说明书(2026-07-08版),美股招股说明书,,18,1783440000,2026/07/08/,https://www.fxbaogao.com/view?id=5516514,6,0,,,title_missing_required:波动率目标,no,do_not_use_for_knowledge_cards
S04,波动率目标,rejected,5513725,Marex Group plc美股招股说明书(2026-07-07版),美股招股说明书,,23,1783353600,2026/07/07/,https://www.fxbaogao.com/view?id=5513725,6,0,,,title_missing_required:波动率目标,no,do_not_use_for_knowledge_cards
S04,波动率目标,rejected,5502120,摩根大通美股招股说明书(2026-06-30版),美股招股说明书,,18,1782748800,2026/06/30/,https://www.fxbaogao.com/view?id=5502120,6,0,,,title_missing_required:波动率目标,no,do_not_use_for_knowledge_cards
S04,波动率目标,rejected,5493424,摩根大通美股招股说明书(2026-06-24版),美股招股说明书,,18,1782230400,2026/06/24/,https://www.fxbaogao.com/view?id=5493424,6,0,,,title_missing_required:波动率目标,no,do_not_use_for_knowledge_cards
S04,波动率目标,rejected,5468476,国债期货多因子周频量化策略,国泰君安证券,,17,1780848000,2026/06/08/,https://www.fxbaogao.com/view?id=5468476,6,0,,,title_missing_required:波动率目标,no,do_not_use_for_knowledge_cards
S04,波动率目标,rejected,5463247,什么会让我们看空？,汇丰银行,,14,1780502400,2026/06/04/,https://www.fxbaogao.com/view?id=5463247,6,0,,,title_missing_required:波动率目标,no,do_not_use_for_knowledge_cards
S04,波动率目标,rejected,5532624,大宗商品仪表板：曲线结构、波动率、动量与动量-7月13日更新,花旗,有色金属,16,1783872000,2026/07/13/,https://www.fxbaogao.com/view?id=5532624,6,0,,,title_missing_required:波动率目标,no,do_not_use_for_knowledge_cards
S04,波动率目标,rejected,5437832,公募量化固收+策略专题一：量化多策略赋能，改善收益下限,国金证券,,17,1779638400,2026/05/25/,https://www.fxbaogao.com/view?id=5437832,6,0,,,title_missing_required:波动率目标,no,do_not_use_for_knowledge_cards
S04,波动率目标,rejected,5514544,大宗商品仪表盘：曲线结构、波动率、动量与仓位-7月6日更新,花旗,有色金属,16,1783267200,2026/07/06/,https://www.fxbaogao.com/view?id=5514544,6,0,,,title_missing_required:波动率目标,no,do_not_use_for_knowledge_cards
S05,风险预算,accepted,5281979,基于风险预算的ETF配置实践：ETF配置系列（三）：构建不同风险偏好的ETF配置策略,国泰海通证券,,18,1772467200,2026/03/03/,https://www.fxbaogao.com/view?id=5281979,6,16,风险预算,策略;ETF;风险;风险预算;配置,,yes,fetch_paragraph_or_pdf_then_local_rerank
S05,风险预算,accepted,5442284,ETF配置系列（三）：基于风险预算的ETF配置实践：构建不同风险偏好的ETF配置策略,国泰海通证券,建筑建材,24,1779897600,2026/05/28/,https://www.fxbaogao.com/view?id=5442284,0,15,风险预算,策略;ETF;风险;风险预算;配置,,yes,fetch_paragraph_or_pdf_then_local_rerank
S05,风险预算,accepted,5203196,钨产业链更新风险预算驱动的大类资产配置框架20251222,未知机构,,4,1766332800,2025/12/22/,https://www.fxbaogao.com/view?id=5203196,6,13,风险预算,资产配置;风险;风险预算;配置,,yes,fetch_paragraph_or_pdf_then_local_rerank
S05,风险预算,accepted,4974230,ETF风险预算风险平价模型,长江证券,,20,1753891200,2025/07/31/,https://www.fxbaogao.com/view?id=4974230,6,12,风险预算,ETF;风险;风险预算,,yes,fetch_paragraph_or_pdf_then_local_rerank
S05,风险预算,accepted,5346188,基于“组合保险+风险预算”两阶段法：稳健型多资产组合设计思路,东方证券,金融,19,1775836800,2026/04/11/,https://www.fxbaogao.com/view?id=5346188,6,10,风险预算,风险;风险预算,,yes,fetch_paragraph_or_pdf_then_local_rerank
S05,风险预算,rejected,5537877,2026年第二季度CIO调查：2026年IT预算修订风险预期改善,摩根士丹利,金融,47,1784131200,2026/07/16/,https://www.fxbaogao.com/view?id=5537877,6,0,,,title_missing_required:风险预算,no,do_not_use_for_knowledge_cards
S05,风险预算,rejected,5460207,日本追加预算不额外发债，新出口订单与海关出口增速背离，厄尔尼诺呈气象冲击与地缘风险溢价—0601宏观脱水 – 华尔街见闻-20260601,未知机构,,7,1780329600,2026/06/02/,https://www.fxbaogao.com/view?id=5460207,6,0,,,title_missing_required:风险预算,no,do_not_use_for_knowledge_cards
S05,风险预算,rejected,5336549,盘前Plus+｜今日重点关注：化工 特朗普2027预算案呼之欲出，“大军费+大削减”，美国赤字风险再起,国泰君安证券,,4,1775145600,2026/04/03/,https://www.fxbaogao.com/view?id=5336549,2,0,,,title_missing_required:风险预算,no,do_not_use_for_knowledge_cards
S05,风险预算,rejected,5199314,几内亚：技术援助报告介绍项目预算、财务报告和预算风险管理（英）2025,国际货币基金组织,建筑建材,41,1766419200,2025/12/23/,https://www.fxbaogao.com/view?id=5199314,0,0,,,title_missing_required:风险预算,no,do_not_use_for_knowledge_cards
S05,风险预算,rejected,5550538,金属包装：二片罐供给格局改善，头部企业积极出海，盈利改善可期；杰瑞股份：高端制造、工程化交付与全球化能力是公司加速切入AIDC电力与一体化方案的重要基因；贵州茅台：公司公告普飞年内二次提价，彰显茅台的定价权和渠道掌控力；策略研究：全球资本市场波动后微观交易风险释放，建议超配A股、H股与美股,国泰海通证券,,12,1784563200,2026/07/21/,https://www.fxbaogao.com/view?id=5550538,6,0,,,title_missing_required:风险预算,no,do_not_use_for_knowledge_cards
S05,风险预算,rejected,5513862,宏观风险平价策略系列（一）：宏观状态识别与周期定位：构建宏观高频因子体系：宏观经济或由弱复苏向低通胀扩张过渡,金融街证券,,16,1783353600,2026/07/07/,https://www.fxbaogao.com/view?id=5513862,6,0,,,title_missing_required:风险预算,no,do_not_use_for_knowledge_cards
S05,风险预算,rejected,5496629,金工专题报告：风险的价格系列一：衍生品定价信号驱动的宽基指数择时框架（策略篇）,东吴证券,,45,1782403200,2026/06/26/,https://www.fxbaogao.com/view?id=5496629,6,0,,,title_missing_required:风险预算,no,do_not_use_for_knowledge_cards
S05,风险预算,rejected,5493377,“三高”下风险平价策略复盘,华泰证券,,14,1782230400,2026/06/24/,https://www.fxbaogao.com/view?id=5493377,6,0,,,title_missing_required:风险预算,no,do_not_use_for_knowledge_cards
S05,风险预算,rejected,5486121,地缘风险退潮，修复行情启幕：从“战争定价”向“和平验证”的切换,东方证券,,29,1781798400,2026/06/19/,https://www.fxbaogao.com/view?id=5486121,6,0,,,title_missing_required:风险预算,no,do_not_use_for_knowledge_cards
S05,风险预算,rejected,5499812,全球多资产跟踪月报：油价高位回落，风险平价策略业绩承压,招商证券,化石能源,13,1781712000,2026/06/18/,https://www.fxbaogao.com/view?id=5499812,6,0,,,title_excluded:月报,no,do_not_use_for_knowledge_cards
S05,风险预算,rejected,5461585,量化点评报告：六月配置建议：风险资产情绪过热，回调风险较高,国盛证券,,15,1780416000,2026/06/03/,https://www.fxbaogao.com/view?id=5461585,6,0,,,title_missing_required:风险预算,no,do_not_use_for_knowledge_cards
S05,风险预算,rejected,5411835,量化点评报告：五月配置建议：风险资产胜率回升,国盛证券,,14,1778428800,2026/05/11/,https://www.fxbaogao.com/view?id=5411835,6,0,,,title_missing_required:风险预算,no,do_not_use_for_knowledge_cards
S05,风险预算,rejected,5299959,ETF资产配置月报（2026年3月）：美伊冲突加剧流动性担忧，警惕多资产对冲“失效”风险,东方证券,,28,1773417600,2026/03/14/,https://www.fxbaogao.com/view?id=5299959,6,0,,,title_excluded:月报,no,do_not_use_for_knowledge_cards
S05,风险预算,rejected,5541283,趋势反转的右侧确认,国联民生证券,金融,23,1784390400,2026/07/19/,https://www.fxbaogao.com/view?id=5541283,6,0,,,title_missing_required:风险预算,no,do_not_use_for_knowledge_cards
S05,风险预算,rejected,5525598,保险行业投资端系列研究（三）：长债仍是核心，险资配债从拉久期转向结构优化,东方证券,金融,29,1783872000,2026/07/13/,https://www.fxbaogao.com/view?id=5525598,6,0,,,title_missing_required:风险预算,no,do_not_use_for_knowledge_cards
S06,组合再平衡,accepted,5516384,浦银国际月度资金流：AI交易逻辑变化，组合再平衡需求上升,浦银国际,,10,1783440000,2026/07/08/,https://www.fxbaogao.com/view?id=5516384,3,7,组合再平衡,再平衡,,yes,fetch_paragraph_or_pdf_then_local_rerank
S06,组合再平衡,rejected,5526744,投资组合中的创新与通胀平衡,高盛,,35,1783612800,2026/07/10/,https://www.fxbaogao.com/view?id=5526744,6,0,,,title_missing_required:组合再平衡,no,do_not_use_for_knowledge_cards
S06,组合再平衡,rejected,5299870,债市策略思考：股债组合面临再平衡可能,浙商证券,,13,1773417600,2026/03/14/,https://www.fxbaogao.com/view?id=5299870,6,0,,,title_missing_required:组合再平衡,no,do_not_use_for_knowledge_cards
S06,组合再平衡,rejected,5477573,亚洲投资组合策略：韩国与台湾市场的杠杆放大器——杠杆ETF流动、做市商伽马再平衡与零售保证金动态,高盛,,9,1781366400,2026/06/14/,https://www.fxbaogao.com/view?id=5477573,6,0,,,title_missing_required:组合再平衡,no,do_not_use_for_knowledge_cards
S06,组合再平衡,rejected,5541088,金融股投资价值：稳健价值凸显，业绩与估值再平衡,中泰证券,金融,15,1784390400,2026/07/19/,https://www.fxbaogao.com/view?id=5541088,6,0,,,title_missing_required:组合再平衡,no,do_not_use_for_knowledge_cards
